frame,time_s,oid,class,point_type,x,y,x_norm,y_norm,bbox_w,bbox_h,bbox_w_norm,bbox_h_norm,speed_px_per_s
150,6.25,2,player,foot,2383.7607421875,628.1668090820312,0.6207710266113281,0.29081796716760705,101.0,287.0,0.026302083333333334,0.13287037037037036,
150,6.25,3,ball,center,2221.0,611.0,0.5783854166666667,0.2828703703703704,42.0,38.0,0.0109375,0.017592592592592594,73.25661232953651
151,6.291666666666667,0,player,foot,1062.375,481.79510498046875,0.27666015625,0.2230532893428096,109.0,236.0,0.028385416666666666,0.10925925925925926,
151,6.291666666666667,1,player,foot,2130.65087890625,392.2803649902344,0.5548569997151692,0.18161128008807148,44.0,151.0,0.011458333333333333,0.0699074074074074,
151,6.291666666666667,2,player,foot,2380.232421875,632.3167724609375,0.6198521931966146,0.2927392465096933,91.0,283.0,0.023697916666666666,0.1310185185185185,
151,6.291666666666667,3,ball,center,2231.5,617.0,0.5811197916666667,0.28564814814814815,43.0,40.0,0.011197916666666667,0.018518518518518517,290.24127893874777
152,6.333333333333333,0,player,foot,1078.612548828125,481.55657958984375,0.2808886845906576,0.22294286092122395,104.0,235.0,0.027083333333333334,0.1087962962962963,
152,6.333333333333333,1,player,foot,2133.45556640625,392.7962646484375,0.5555873870849609,0.18185012252242477,46.0,156.0,0.011979166666666667,0.07222222222222222,
152,6.333333333333333,2,player,foot,2378.062744140625,635.521728515625,0.6192871729532877,0.2942230224609375,90.0,278.0,0.0234375,0.1287037037037037,
152,6.333333333333333,3,ball,center,2243.0,622.5,0.5841145833333333,0.2881944444444444,38.0,41.0,0.009895833333333333,0.01898148148148148,305.9411708155671
153,6.375,0,player,foot,1090.27880859375,481.089599609375,0.28392677307128905,0.22272666648582176,100.0,235.0,0.026041666666666668,0.1087962962962963,
153,6.375,1,player,foot,2136.31884765625,393.1573791503906,0.5563330332438151,0.18201730516221787,51.0,156.0,0.01328125,0.07222222222222222,
153,6.375,2,player,foot,2376.843994140625,638.065185546875,0.6189697901407878,0.29540054886429395,95.0,278.0,0.024739583333333332,0.1287037037037037,
153,6.375,3,ball,center,2253.0,627.0,0.58671875,0.2902777777777778,36.0,40.0,0.009375,0.018518518518518517,263.1805463935357
154,6.416666666666667,0,player,foot,1099.195068359375,480.7627258300781,0.28624871571858723,0.2225753360324436,96.0,235.0,0.025,0.1087962962962963,
154,6.416666666666667,1,player,foot,2138.17333984375,393.4101867675781,0.5568159739176433,0.18213434572573062,55.0,156.0,0.014322916666666666,0.07222222222222222,
154,6.416666666666667,2,player,foot,2375.24072265625,639.24560546875,0.6185522715250651,0.29594703956886576,109.0,277.0,0.028385416666666666,0.12824074074074074,
154,6.416666666666667,3,ball,center,2231.5,616.0,0.5811197916666667,0.2851851851851852,41.0,44.0,0.010677083333333334,0.020370370370370372,579.6136644351994
155,6.458333333333333,0,player,foot,1106.3365478515625,480.2339172363281,0.2881084760030111,0.2223305172390408,94.0,235.0,0.024479166666666666,0.1087962962962963,
155,6.458333333333333,1,player,foot,2150.72119140625,394.1871337890625,0.5600836435953777,0.18249404342086226,66.0,159.0,0.0171875,0.07361111111111111,
155,6.458333333333333,2,player,foot,2373.968505859375,640.0718994140625,0.6182209650675455,0.29632958306206597,135.0,278.0,0.03515625,0.1287037037037037,
155,6.458333333333333,3,ball,center,2200.0,597.0,0.5729166666666666,0.2763888888888889,38.0,40.0,0.009895833333333333,0.018518518518518517,882.8771148919877
156,6.5,0,player,foot,1100.5355224609375,480.76373291015625,0.2865977923075358,0.2225758022732205,91.0,238.0,0.023697916666666666,0.11018518518518519,
156,6.5,1,player,foot,2160.104736328125,394.73101806640625,0.5625272750854492,0.1827458416974103,67.0,157.0,0.017447916666666667,0.07268518518518519,
156,6.5,2,player,foot,2334.3779296875,641.5503540039062,0.6079109191894532,0.2970140527795862,150.0,281.0,0.0390625,0.1300925925925926,
156,6.5,3,ball,center,2167.0,582.5,0.5643229166666667,0.26967592592592593,36.0,35.0,0.009375,0.016203703703703703,865.0826550104908
157,6.541666666666667,0,player,foot,1109.074951171875,481.1346130371094,0.2888216018676758,0.2227475060356988,98.0,237.0,0.025520833333333333,0.10972222222222222,
157,6.541666666666667,1,player,foot,2166.373291015625,394.81170654296875,0.5641597112019857,0.18278319747359664,63.0,154.0,0.01640625,0.0712962962962963,
157,6.541666666666667,2,player,foot,2304.564453125,644.0852661132812,0.600146993001302,0.29818762320059317,142.0,285.0,0.03697916666666667,0.13194444444444445,
157,6.541666666666667,3,ball,center,2135.0,571.5,0.5559895833333334,0.26458333333333334,38.0,35.0,0.009895833333333333,0.016203703703703703,812.1083671530544
158,6.583333333333333,0,player,foot,1112.2025146484375,481.09423828125,0.2896360715230306,0.22272881401909722,106.0,238.0,0.027604166666666666,0.11018518518518519,
158,6.583333333333333,1,player,foot,2170.76123046875,394.8681945800781,0.5653024037679036,0.18280934934262877,59.0,153.0,0.015364583333333333,0.07083333333333333,
158,6.583333333333333,2,player,foot,2282.795166015625,647.3596801757812,0.5944779078165691,0.29970355563693574,128.0,291.0,0.03333333333333333,0.13472222222222222,
158,6.583333333333333,3,ball,center,2107.0,563.0,0.5486979166666667,0.26064814814814813,36.0,36.0,0.009375,0.016666666666666666,702.2819946431775
159,6.625,0,player,foot,1111.24169921875,481.9659729003906,0.28938585917154946,0.22313239486129197,108.0,242.0,0.028125,0.11203703703703703,
159,6.625,1,player,foot,2173.8330078125,394.6077575683594,0.5661023457845052,0.18268877665201824,50.0,152.0,0.013020833333333334,0.07037037037037037,
159,6.625,2,player,foot,2264.556640625,649.6517944335938,0.5897282918294271,0.3007647196451823,169.0,293.0,0.04401041666666667,0.13564814814814816,
159,6.625,3,ball,center,2077.5,558.0,0.541015625,0.25833333333333336,35.0,38.0,0.009114583333333334,0.017592592592592594,718.0974864181047
160,6.666666666666667,0,player,foot,1112.369140625,483.17620849609375,0.2896794637044271,0.2236926891185619,116.0,243.0,0.030208333333333334,0.1125,
160,6.666666666666667,1,player,foot,2176.283203125,394.7254333496094,0.5667404174804688,0.1827432561803747,50.0,156.0,0.013020833333333334,0.07222222222222222,
160,6.666666666666667,2,player,foot,2253.589599609375,651.2562866210938,0.5868722915649414,0.3015075401023582,171.0,297.0,0.04453125,0.1375,
160,6.666666666666667,3,ball,center,2050.0,555.0,0.5338541666666666,0.2569444444444444,34.0,36.0,0.008854166666666666,0.016666666666666666,663.9156572939066
161,6.708333333333333,0,player,foot,1113.6083984375,484.3233337402344,0.29000218709309894,0.22422376562047888,115.0,244.0,0.029947916666666668,0.11296296296296296,
161,6.708333333333333,1,player,foot,2178.59814453125,394.2077941894531,0.567343266805013,0.1825036084210431,54.0,153.0,0.0140625,0.07083333333333333,
161,6.708333333333333,2,player,foot,2243.812744140625,652.37939453125,0.5843262354532878,0.3020274974681713,157.0,303.0,0.04088541666666667,0.14027777777777778,
161,6.708333333333333,3,ball,center,2020.5,555.0,0.526171875,0.2569444444444444,35.0,36.0,0.009114583333333334,0.016666666666666666,708.0
162,6.75,0,player,foot,1114.1759033203125,484.82635498046875,0.29014997482299804,0.2244566458242911,113.0,242.0,0.029427083333333333,0.11203703703703703,
162,6.75,1,player,foot,2180.21875,393.845458984375,0.5677652994791667,0.18233586064091437,55.0,155.0,0.014322916666666666,0.07175925925925926,
162,6.75,2,player,foot,2229.468994140625,655.8656005859375,0.5805908838907877,0.30364148175274885,146.0,315.0,0.03802083333333333,0.14583333333333334,
162,6.75,3,ball,center,1996.0,558.5,0.5197916666666667,0.2585648148148148,36.0,37.0,0.009375,0.01712962962962963,593.9696961966999
163,6.791666666666667,0,player,foot,1114.72314453125,485.178466796875,0.290292485555013,0.22461966055410879,112.0,241.0,0.029166666666666667,0.11157407407407408,
163,6.791666666666667,1,player,foot,2194.253173828125,382.79180908203125,0.5714200973510742,0.17721843013057,47.0,121.0,0.012239583333333333,0.056018518518518516,
163,6.791666666666667,2,player,foot,2211.328369140625,660.4059448242188,0.5758667627970377,0.30574349297417536,140.0,320.0,0.036458333333333336,0.14814814814814814,
163,6.791666666666667,3,ball,center,1968.5,562.5,0.5126302083333333,0.2604166666666667,39.0,35.0,0.01015625,0.016203703703703703,666.9452751163321
164,6.833333333333333,0,player,foot,1115.106201171875,485.4249267578125,0.2903922398885091,0.22473376238787615,112.0,240.0,0.029166666666666667,0.1111111111111111,
164,6.833333333333333,1,player,foot,2205.42724609375,379.854248046875,0.5743300120035807,0.17585844816984952,49.0,134.0,0.012760416666666666,0.062037037037037036,
164,6.833333333333333,2,player,foot,2196.22998046875,664.484130859375,0.5719348907470703,0.3076315420645255,131.0,317.0,0.03411458333333333,0.14675925925925926,
164,6.833333333333333,3,ball,center,1955.0,556.5,0.5091145833333334,0.25763888888888886,36.0,39.0,0.009375,0.018055555555555554,354.5588808646598
165,6.875,0,player,foot,1115.224365234375,485.59747314453125,0.29042301177978513,0.22481364497432002,110.0,241.0,0.028645833333333332,0.11157407407407408,
165,6.875,1,player,foot,2216.09912109375,385.8979797363281,0.5771091461181641,0.1786564721001519,56.0,159.0,0.014583333333333334,0.07361111111111111,
165,6.875,2,player,foot,2184.1611328125,668.8388671875,0.5687919616699219,0.30964762369791665,127.0,318.0,0.03307291666666667,0.14722222222222223,
165,6.875,3,ball,center,1944.0,547.0,0.50625,0.25324074074074077,34.0,40.0,0.008854166666666666,0.018518518518518517,122.08683513180281
166,6.916666666666667,0,player,foot,1115.156982421875,485.418212890625,0.2904054641723633,0.2247306541160301,97.0,240.0,0.025260416666666667,0.1111111111111111,
166,6.916666666666667,1,player,foot,2223.5693359375,390.1285705566406,0.5790545145670573,0.1806150789614077,53.0,154.0,0.013802083333333333,0.0712962962962963,
166,6.916666666666667,2,player,foot,2175.41259765625,672.1871948242188,0.5665136973063151,0.3111977753815828,125.0,312.0,0.032552083333333336,0.14444444444444443,
166,6.916666666666667,3,ball,center,1931.0,537.5,0.5028645833333333,0.2488425925925926,34.0,35.0,0.008854166666666666,0.016203703703703703,386.4298125145108
167,6.958333333333333,0,player,foot,1115.10986328125,485.2927551269531,0.2903931935628255,0.22467257181803385,93.0,240.0,0.02421875,0.1111111111111111,
167,6.958333333333333,1,player,foot,2228.798583984375,393.0899963378906,0.5804162979125976,0.1819861094156901,55.0,154.0,0.014322916666666666,0.0712962962962963,
167,6.958333333333333,2,player,foot,2168.98876953125,674.2310791015625,0.564840825398763,0.31214401810257525,115.0,311.0,0.029947916666666668,0.1439814814814815,
167,6.958333333333333,3,ball,center,1920.5,529.5,0.5001302083333333,0.24513888888888888,33.0,33.0,0.00859375,0.015277777777777777,316.80909077865806
168,7.0,0,player,foot,1115.076904296875,485.2049255371094,0.29038461049397785,0.22463190997088398,91.0,240.0,0.023697916666666666,0.1111111111111111,
168,7.0,1,player,foot,2232.158935546875,395.1629943847656,0.581291389465332,0.18294583073368778,56.0,154.0,0.014583333333333334,0.0712962962962963,
168,7.0,2,player,foot,2164.4921875,675.6617431640625,0.5636698404947916,0.31280636257595484,105.0,314.0,0.02734375,0.14537037037037037,
168,7.0,3,ball,center,1907.5,528.5,0.4967447916666667,0.24467592592592594,35.0,33.0,0.009114583333333334,0.015277777777777777,312.9217154497272
169,7.041666666666667,0,player,foot,1115.3538818359375,484.84344482421875,0.29045674006144206,0.22446455778899016,93.0,238.0,0.02421875,0.11018518518518519,
169,7.041666666666667,1,player,foot,2233.311279296875,396.6141052246094,0.5815914789835612,0.18361764130768954,50.0,155.0,0.013020833333333334,0.07175925925925926,
169,7.041666666666667,2,player,foot,2161.344482421875,676.6632080078125,0.5628501256306966,0.3132700037073206,92.0,320.0,0.023958333333333335,0.14814814814814814,
169,7.041666666666667,3,ball,center,1897.0,528.0,0.4940104166666667,0.24444444444444444,34.0,32.0,0.008854166666666666,0.014814814814814815,252.28555249954366
170,7.083333333333333,0,player,foot,1115.84765625,484.5904235839844,0.2905853271484375,0.2243474183259187,93.0,238.0,0.02421875,0.11018518518518519,
170,7.083333333333333,1,player,foot,2235.017822265625,397.6298828125,0.5820358912150065,0.18408790870949074,52.0,154.0,0.013541666666666667,0.0712962962962963,
170,7.083333333333333,2,player,foot,2139.34130859375,678.2642822265625,0.5571201324462891,0.3140112417715567,92.0,324.0,0.023958333333333335,0.15,
170,7.083333333333333,3,ball,center,1885.5,530.5,0.491015625,0.24560185185185185,33.0,33.0,0.00859375,0.015277777777777777,282.44645510255566
171,7.125,0,player,foot,1116.193359375,484.7132873535156,0.29067535400390626,0.22440429970070166,92.0,239.0,0.023958333333333335,0.11064814814814815,
171,7.125,1,player,foot,2237.112548828125,398.94091796875,0.5825813929239909,0.18469486942997684,53.0,161.0,0.013802083333333333,0.07453703703703704,
171,7.125,2,player,foot,2116.739013671875,681.7850341796875,0.5512341181437175,0.3156412195276331,114.0,330.0,0.0296875,0.1527777777777778,
171,7.125,3,ball,center,1874.5,537.5,0.4881510416666667,0.2488425925925926,33.0,33.0,0.00859375,0.015277777777777777,312.9217154497272
172,7.166666666666667,0,player,foot,1117.3353271484375,484.4992980957031,0.2909727414449056,0.22430523059986257,90.0,238.0,0.0234375,0.11018518518518519,
172,7.166666666666667,1,player,foot,2242.62890625,400.15863037109375,0.5840179443359375,0.18525862517180267,53.0,163.0,0.013802083333333333,0.07546296296296297,
172,7.166666666666667,2,player,foot,2095.0673828125,686.3494873046875,0.5455904642740885,0.31775439227068863,137.0,331.0,0.03567708333333333,0.15324074074074073,
172,7.166666666666667,3,ball,center,1864.0,535.5,0.48541666666666666,0.24791666666666667,36.0,35.0,0.009375,0.016203703703703703,256.53069991718337
173,7.208333333333333,0,player,foot,1117.2347412109375,484.3495178222656,0.2909465471903483,0.22423588788067852,88.0,240.0,0.022916666666666665,0.1111111111111111,
173,7.208333333333333,1,player,foot,2250.84033203125,401.31103515625,0.5861563364664714,0.1857921459056713,62.0,164.0,0.016145833333333335,0.07592592592592592,
173,7.208333333333333,2,player,foot,2076.147216796875,691.9446411132812,0.5406633377075195,0.3203447412561487,140.0,329.0,0.036458333333333336,0.15231481481481482,
173,7.208333333333333,3,ball,center,1855.0,528.0,0.4830729166666667,0.24444444444444444,34.0,36.0,0.008854166666666666,0.016666666666666666,281.1689883326395
174,7.25,0,player,foot,1118.96435546875,482.7446594238281,0.29139696756998695,0.22349289788140192,82.0,236.0,0.021354166666666667,0.10925925925925926,
174,7.25,1,player,foot,2257.188232421875,402.417724609375,0.58780943552653,0.1863045021339699,66.0,165.0,0.0171875,0.0763888888888889,
174,7.25,2,player,foot,2063.5029296875,696.1612548828125,0.5373705546061198,0.32229687726056133,146.0,326.0,0.03802083333333333,0.15092592592592594,
174,7.25,3,ball,center,1847.5,522.0,0.4811197916666667,0.24166666666666667,33.0,34.0,0.00859375,0.01574074074074074,230.51247254758255
175,7.291666666666667,0,player,foot,1135.7750244140625,480.4212646484375,0.2957747459411621,0.2224172521520544,72.0,233.0,0.01875,0.10787037037037037,
175,7.291666666666667,1,player,foot,2261.331787109375,403.1924133300781,0.5888884862263998,0.1866631543194806,68.0,161.0,0.017708333333333333,0.07453703703703704,
175,7.291666666666667,2,player,foot,2054.9521484375,698.8128662109375,0.535143788655599,0.32352447509765625,145.0,325.0,0.037760416666666664,0.15046296296296297,
175,7.291666666666667,3,ball,center,1837.5,519.0,0.478515625,0.24027777777777778,33.0,34.0,0.00859375,0.01574074074074074,250.5673562138532
176,7.333333333333333,0,player,foot,1147.54248046875,478.4949035644531,0.2988391876220703,0.22152541831687644,63.0,234.0,0.01640625,0.10833333333333334,
176,7.333333333333333,1,player,foot,2264.232421875,403.73468017578125,0.5896438598632813,0.18691420378508392,66.0,161.0,0.0171875,0.07453703703703704,
176,7.333333333333333,2,player,foot,2048.66650390625,700.968994140625,0.5335069020589193,0.3245226824725116,146.0,328.0,0.03802083333333333,0.15185185185185185,
176,7.333333333333333,3,ball,center,1827.5,520.0,0.4759114583333333,0.24074074074074073,31.0,36.0,0.008072916666666667,0.016666666666666666,241.19701490690136
177,7.375,0,player,foot,1156.3797607421875,477.1464538574219,0.301140562693278,0.22090113604510273,68.0,235.0,0.017708333333333333,0.1087962962962963,
