frame,time_s,oid,class,point_type,x,y,x_norm,y_norm,bbox_w,bbox_h,bbox_w_norm,bbox_h_norm,speed_px_per_s
104,4.333333333333333,1,player,foot,1850.8555908203125,386.930908203125,0.4819936434427897,0.17913467972366898,64.0,153.0,0.016666666666666666,0.07083333333333333,
104,4.333333333333333,2,player,foot,2564.47216796875,499.83782958984375,0.667831293741862,0.23140640258789064,70.0,182.0,0.018229166666666668,0.08425925925925926,
104,4.333333333333333,3,ball,center,1849.0,452.0,0.48151041666666666,0.20925925925925926,30.0,28.0,0.0078125,0.012962962962962963,136.82105101189654
105,4.375,0,player,foot,846.3700561523438,515.9732055664062,0.22040886878967286,0.2388764840585214,116.0,261.0,0.030208333333333334,0.12083333333333333,
105,4.375,1,player,foot,1868.298828125,386.9516296386719,0.4865361531575521,0.1791442729808666,66.0,155.0,0.0171875,0.07175925925925926,
105,4.375,2,player,foot,2562.83056640625,501.08648681640625,0.6674037933349609,0.23198448463722512,66.0,188.0,0.0171875,0.08703703703703704,
105,4.375,3,ball,center,1855.0,454.0,0.4830729166666667,0.2101851851851852,28.0,28.0,0.007291666666666667,0.012962962962962963,95.05649019464688
106,4.416666666666667,0,player,foot,845.9590454101562,515.0812377929688,0.2203018347422282,0.23846353601526332,106.0,261.0,0.027604166666666666,0.12083333333333333,
106,4.416666666666667,1,player,foot,1879.3092041015625,386.6661376953125,0.48940343856811525,0.1790121007848669,68.0,154.0,0.017708333333333333,0.0712962962962963,
106,4.416666666666667,2,player,foot,2561.081298828125,503.4605407714844,0.6669482549031576,0.23308358369050203,65.0,196.0,0.016927083333333332,0.09074074074074075,
106,4.416666666666667,3,ball,center,1862.0,456.5,0.48489583333333336,0.21134259259259258,28.0,27.0,0.007291666666666667,0.0125,178.39282496782207
107,4.458333333333333,0,player,foot,845.6713256835938,514.1568603515625,0.22022690773010253,0.23803558349609374,103.0,260.0,0.026822916666666665,0.12037037037037036,
107,4.458333333333333,1,player,foot,1887.616455078125,386.46630859375,0.4915667851765951,0.17891958731192129,67.0,154.0,0.017447916666666667,0.0712962962962963,
107,4.458333333333333,2,player,foot,2559.10693359375,506.0223693847656,0.6664340972900391,0.23426961545591002,68.0,197.0,0.017708333333333333,0.0912037037037037,
107,4.458333333333333,3,ball,center,1867.5,459.0,0.486328125,0.2125,31.0,28.0,0.008072916666666667,0.012962962962962963,144.99655168313487
108,4.5,0,player,foot,846.0699462890625,512.9097900390625,0.22033071517944336,0.23745823612919562,97.0,259.0,0.025260416666666667,0.11990740740740741,
108,4.5,1,player,foot,1893.431640625,386.326416015625,0.4930811564127604,0.178854822229456,72.0,152.0,0.01875,0.07037037037037037,
108,4.5,2,player,foot,2556.375,508.4156799316406,0.66572265625,0.23537762959798178,67.0,198.0,0.017447916666666667,0.09166666666666666,
108,4.5,3,ball,center,1873.5,461.0,0.487890625,0.21342592592592594,29.0,28.0,0.007552083333333333,0.012962962962962963,151.7893276880822
109,4.541666666666667,0,player,foot,847.8489990234375,511.1368408203125,0.2207940101623535,0.23663742630570023,92.0,256.0,0.023958333333333335,0.11851851851851852,
109,4.541666666666667,1,player,foot,1898.10205078125,385.9284973144531,0.4942974090576172,0.17867060060854312,69.0,152.0,0.01796875,0.07037037037037037,
109,4.541666666666667,2,player,foot,2554.7626953125,510.3909606933594,0.6653027852376302,0.23629211143211082,71.0,195.0,0.018489583333333334,0.09027777777777778,
109,4.541666666666667,3,ball,center,1882.0,464.5,0.4901041666666667,0.2150462962962963,28.0,27.0,0.007291666666666667,0.0125,220.61731573020282
110,4.583333333333333,0,player,foot,866.4942626953125,508.09576416015625,0.2256495475769043,0.23522952044451678,86.0,251.0,0.022395833333333334,0.1162037037037037,
110,4.583333333333333,1,player,foot,1901.67138671875,385.3499450683594,0.49522692362467446,0.17840275234646266,71.0,151.0,0.018489583333333334,0.0699074074074074,
110,4.583333333333333,2,player,foot,2554.533935546875,512.3736572265625,0.6652432123819987,0.23721002649377892,79.0,196.0,0.020572916666666666,0.09074074074074075,
110,4.583333333333333,3,ball,center,1887.5,465.0,0.4915364583333333,0.2152777777777778,29.0,28.0,0.007552083333333333,0.012962962962962963,132.54433220624713
111,4.625,0,player,foot,879.845947265625,505.967041015625,0.22912654876708985,0.23424400047019675,82.0,252.0,0.021354166666666667,0.11666666666666667,
111,4.625,1,player,foot,1903.5699462890625,384.9449768066406,0.49572134017944336,0.1782152670401114,52.0,159.0,0.013541666666666667,0.07361111111111111,
111,4.625,2,player,foot,2554.673828125,513.7615966796875,0.6652796427408855,0.23785259105541087,91.0,195.0,0.023697916666666666,0.09027777777777778,
111,4.625,3,ball,center,1893.5,468.0,0.49309895833333334,0.21666666666666667,29.0,28.0,0.007552083333333333,0.012962962962962963,160.99689437998487
112,4.666666666666667,0,player,foot,889.4921875,503.8769226074219,0.23163859049479166,0.2332763530589916,78.0,251.0,0.0203125,0.1162037037037037,
112,4.666666666666667,1,player,foot,1905.4989013671875,384.6614990234375,0.4962236722310384,0.1780840273256655,50.0,159.0,0.013020833333333334,0.07361111111111111,
112,4.666666666666667,2,player,foot,2555.07177734375,514.733154296875,0.6653832753499349,0.23830238624855324,92.0,196.0,0.023958333333333335,0.09074074074074075,
112,4.666666666666667,3,ball,center,1900.5,471.0,0.494921875,0.21805555555555556,27.0,28.0,0.00703125,0.012962962962962963,182.7785545407338
113,4.708333333333333,0,player,foot,896.5445556640625,502.7138366699219,0.23347514470418293,0.23273788734718606,74.0,254.0,0.019270833333333334,0.1175925925925926,
113,4.708333333333333,1,player,foot,1907.1492919921875,384.7630310058594,0.49665346145629885,0.17813103287308305,52.0,156.0,0.013541666666666667,0.07222222222222222,
113,4.708333333333333,2,player,foot,2555.2001953125,516.01318359375,0.6654167175292969,0.2388949924045139,93.0,200.0,0.02421875,0.09259259259259259,
113,4.708333333333333,3,ball,center,1908.5,473.0,0.49700520833333334,0.21898148148148147,29.0,28.0,0.007552083333333333,0.012962962962962963,197.9090700296477
114,4.75,0,player,foot,901.481201171875,501.5997009277344,0.23476072947184246,0.23222208376283998,75.0,254.0,0.01953125,0.1175925925925926,
114,4.75,1,player,foot,1909.8045654296875,384.53411865234375,0.4973449389139811,0.17802505493164061,54.0,155.0,0.0140625,0.07175925925925926,
114,4.75,2,player,foot,2553.190185546875,517.5092163085938,0.6648932774861653,0.23958760014286748,94.0,206.0,0.024479166666666666,0.09537037037037037,
114,4.75,3,ball,center,1915.0,475.0,0.4986979166666667,0.2199074074074074,30.0,28.0,0.0078125,0.012962962962962963,163.21764610482532
115,4.791666666666667,0,player,foot,904.0368041992188,501.1197814941406,0.23542625109354656,0.23199989883987993,87.0,255.0,0.02265625,0.11805555555555555,
115,4.791666666666667,1,player,foot,1911.3631591796875,384.67388916015625,0.4977508227030436,0.17808976350007233,58.0,155.0,0.015104166666666667,0.07175925925925926,
115,4.791666666666667,2,player,foot,2547.88330078125,520.0564575195312,0.6635112762451172,0.24076687848126446,93.0,210.0,0.02421875,0.09722222222222222,
115,4.791666666666667,3,ball,center,1921.0,478.5,0.5002604166666667,0.22152777777777777,30.0,29.0,0.0078125,0.013425925925925926,166.70932787339765
116,4.833333333333333,0,player,foot,905.8257446289062,500.4838562011719,0.23589212099711102,0.231705488982024,104.0,254.0,0.027083333333333334,0.1175925925925926,
116,4.833333333333333,1,player,foot,1925.05419921875,385.3717346191406,0.5013161977132161,0.178412840101454,65.0,154.0,0.016927083333333332,0.0712962962962963,
116,4.833333333333333,2,player,foot,2541.318359375,522.4395141601562,0.6618016560872396,0.2418701454445168,96.0,209.0,0.025,0.09675925925925925,
116,4.833333333333333,3,ball,center,1927.5,482.5,0.501953125,0.22337962962962962,31.0,29.0,0.008072916666666667,0.013425925925925926,183.17205026968497
117,4.875,0,player,foot,907.3780517578125,499.73870849609375,0.23629636764526368,0.231360513192636,112.0,253.0,0.029166666666666667,0.11712962962962963,
117,4.875,1,player,foot,1935.68798828125,385.56024169921875,0.5040854136149089,0.17850011189778645,68.0,149.0,0.017708333333333333,0.06898148148148148,
117,4.875,2,player,foot,2535.07275390625,524.7076416015625,0.6601751963297526,0.24292020444516782,97.0,211.0,0.025260416666666667,0.09768518518518518,
117,4.875,3,ball,center,1933.5,485.5,0.503515625,0.2247685185185185,33.0,29.0,0.00859375,0.013425925925925926,160.99689437998487
118,4.916666666666667,0,player,foot,908.464599609375,498.9170837402344,0.2365793228149414,0.23098013136121961,120.0,251.0,0.03125,0.1162037037037037,
118,4.916666666666667,1,player,foot,1943.2816162109375,385.39215087890625,0.506062920888265,0.17842229207356772,74.0,147.0,0.019270833333333334,0.06805555555555555,
118,4.916666666666667,2,player,foot,2530.55078125,526.5953369140625,0.6589975992838542,0.2437941374602141,98.0,211.0,0.025520833333333333,0.09768518518518518,
118,4.916666666666667,3,ball,center,1943.5,488.0,0.5061197916666667,0.22592592592592592,31.0,28.0,0.008072916666666667,0.012962962962962963,247.38633753705966
119,4.958333333333333,0,player,foot,909.2252197265625,498.3419494628906,0.236777400970459,0.230713865492079,117.0,250.0,0.03046875,0.11574074074074074,
119,4.958333333333333,1,player,foot,1949.047119140625,385.2745056152344,0.5075643539428711,0.17836782667371961,67.0,149.0,0.017447916666666667,0.06898148148148148,
119,4.958333333333333,2,player,foot,2527.08544921875,527.61669921875,0.6580951690673829,0.24426699037905092,89.0,209.0,0.023177083333333334,0.09675925925925925,
119,4.958333333333333,3,ball,center,1949.0,491.0,0.5075520833333333,0.2273148148148148,32.0,30.0,0.008333333333333333,0.013888888888888888,150.3595690337
120,5.0,0,player,foot,909.4576416015625,497.63934326171875,0.23683792750040691,0.2303885848433883,104.0,249.0,0.027083333333333334,0.11527777777777778,
120,5.0,1,player,foot,1952.633056640625,385.49212646484375,0.5084981918334961,0.1784685770670573,55.0,148.0,0.014322916666666666,0.06851851851851852,
120,5.0,2,player,foot,2524.9599609375,528.6317138671875,0.6575416564941406,0.24473690456814237,83.0,210.0,0.021614583333333333,0.09722222222222222,
120,5.0,3,ball,center,1957.0,494.0,0.5096354166666667,0.22870370370370371,32.0,30.0,0.008333333333333333,0.013888888888888888,60.854443096859455
121,5.041666666666667,0,player,foot,911.120361328125,496.54754638671875,0.23727092742919922,0.2298831233271846,97.0,247.0,0.025260416666666667,0.11435185185185186,
121,5.041666666666667,1,player,foot,1955.1431884765625,385.64447021484375,0.5091518719991048,0.17853910658094618,55.0,149.0,0.014322916666666666,0.06898148148148148,
121,5.041666666666667,2,player,foot,2518.671875,530.2421875,0.6559041341145834,0.24548249421296298,77.0,214.0,0.020052083333333335,0.09907407407407408,
121,5.041666666666667,3,ball,center,1965.5,496.0,0.5118489583333333,0.22962962962962963,31.0,30.0,0.008072916666666667,0.013888888888888888,209.57099035887575
122,5.083333333333333,0,player,foot,914.6842651367188,494.88330078125,0.23819902737935383,0.2291126392505787,91.0,245.0,0.023697916666666666,0.11342592592592593,
122,5.083333333333333,1,player,foot,1957.80029296875,385.7510986328125,0.5098438262939453,0.17858847158926505,50.0,153.0,0.013020833333333334,0.07083333333333333,
122,5.083333333333333,2,player,foot,2512.47021484375,532.26953125,0.6542891184488933,0.24642107928240742,80.0,219.0,0.020833333333333332,0.10138888888888889,
122,5.083333333333333,3,ball,center,1972.0,499.0,0.5135416666666667,0.2310185185185185,32.0,30.0,0.008333333333333333,0.013888888888888888,171.81385275931623
123,5.125,0,player,foot,931.5789794921875,491.9183044433594,0.24259869257609049,0.22773995576081452,88.0,240.0,0.022916666666666665,0.1111111111111111,
123,5.125,1,player,foot,1960.560302734375,385.5257568359375,0.5105625788370768,0.1784841466833044,57.0,154.0,0.01484375,0.0712962962962963,
123,5.125,2,player,foot,2507.529296875,535.4886474609375,0.6530024210611979,0.24791141086154514,82.0,224.0,0.021354166666666667,0.1037037037037037,
123,5.125,3,ball,center,1979.0,501.5,0.5153645833333333,0.23217592592592592,32.0,31.0,0.008333333333333333,0.014351851851851852,178.39282496782207
124,5.166666666666667,0,player,foot,943.705322265625,489.8428039550781,0.24575659434000652,0.22677907590512877,85.0,242.0,0.022135416666666668,0.11203703703703703,
124,5.166666666666667,1,player,foot,1961.8922119140625,385.3680114746094,0.5109094301859538,0.17841111642343027,66.0,156.0,0.0171875,0.07222222222222222,
124,5.166666666666667,2,player,foot,2501.820556640625,538.6420288085938,0.6515157699584961,0.2493713096336082,85.0,226.0,0.022135416666666668,0.10462962962962963,
124,5.166666666666667,3,ball,center,1987.0,506.0,0.5174479166666667,0.23425925925925925,32.0,32.0,0.008333333333333333,0.014814814814814815,220.29071700822982
125,5.208333333333333,0,player,foot,952.793701171875,488.38995361328125,0.2481233596801758,0.22610646000614873,81.0,242.0,0.02109375,0.11203703703703703,
125,5.208333333333333,1,player,foot,1964.6246337890625,385.5576171875,0.5116209983825684,0.17849889684606482,68.0,155.0,0.017708333333333333,0.07175925925925926,
125,5.208333333333333,2,player,foot,2496.474365234375,542.6494140625,0.6501235326131185,0.25122658058449077,86.0,232.0,0.022395833333333334,0.10740740740740741,
125,5.208333333333333,3,ball,center,1994.0,509.5,0.5192708333333333,0.23587962962962963,34.0,31.0,0.008854166666666666,0.014351851851851852,187.82971010998233
126,5.25,0,player,foot,959.45556640625,487.3729553222656,0.24985822041829428,0.22563562746401186,78.0,244.0,0.0203125,0.11296296296296296,
126,5.25,1,player,foot,1980.63720703125,385.6903076171875,0.5157909393310547,0.17856032760054977,67.0,155.0,0.017447916666666667,0.07175925925925926,
126,5.25,2,player,foot,2492.58203125,546.0545654296875,0.6491099039713542,0.25280303955078126,90.0,232.0,0.0234375,0.10740740740740741,
126,5.25,3,ball,center,2002.5,513.0,0.521484375,0.2375,33.0,32.0,0.00859375,0.014814814814814815,220.61731573020282
127,5.291666666666667,0,player,foot,966.2188720703125,486.9610595703125,0.25161949793497723,0.22544493498625578,79.0,245.0,0.020572916666666666,0.11342592592592593,
127,5.291666666666667,1,player,foot,1993.046142578125,385.783203125,0.5190224329630534,0.1786033347800926,65.0,149.0,0.016927083333333332,0.06898148148148148,
127,5.291666666666667,2,player,foot,2489.557373046875,549.0382080078125,0.6483222325642903,0.25418435555917246,101.0,229.0,0.026302083333333334,0.10601851851851851,
127,5.291666666666667,3,ball,center,2008.5,516.0,0.523046875,0.2388888888888889,35.0,32.0,0.009114583333333334,0.014814814814814815,160.99689437998487
128,5.333333333333333,0,player,foot,971.2532348632812,486.37274169921875,0.25293052991231285,0.22517256560149015,91.0,243.0,0.023697916666666666,0.1125,
128,5.333333333333333,1,player,foot,2001.732421875,385.5482482910156,0.5212844848632813,0.17849455939398873,69.0,148.0,0.01796875,0.06851851851851852,
128,5.333333333333333,2,player,foot,2488.790283203125,550.2267456054688,0.6481224695841471,0.25473460444697626,105.0,224.0,0.02734375,0.1037037037037037,
128,5.333333333333333,3,ball,center,2016.5,520.0,0.5251302083333333,0.24074074074074073,35.0,34.0,0.009114583333333334,0.01574074074074074,214.66252583997982
129,5.375,0,player,foot,973.5772705078125,485.9609069824219,0.25353574752807617,0.22498190138075086,99.0,244.0,0.02578125,0.11296296296296296,
129,5.375,1,player,foot,2007.812744140625,385.3837585449219,0.5228679021199544,0.17841840673376014,65.0,146.0,0.016927083333333332,0.06759259259259259,
129,5.375,2,player,foot,2486.9033203125,551.958740234375,0.6476310729980469,0.25553645381221063,107.0,228.0,0.027864583333333335,0.10555555555555556,
129,5.375,3,ball,center,2025.5,522.5,0.5274739583333333,0.24189814814814814,35.0,33.0,0.009114583333333334,0.015277777777777777,224.17850030723287
130,5.416666666666667,0,player,foot,975.8040771484375,485.3726501464844,0.2541156450907389,0.22470956025300204,109.0,241.0,0.028385416666666666,0.11157407407407408,
130,5.416666666666667,1,player,foot,2011.4688720703125,385.568603515625,0.5238200187683105,0.17850398310908563,44.0,147.0,0.011458333333333333,0.06805555555555555,
130,5.416666666666667,2,player,foot,2485.732421875,554.9711303710938,0.6473261515299479,0.25693107887550637,107.0,238.0,0.027864583333333335,0.11018518518518519,
130,5.416666666666667,3,ball,center,2035.0,526.5,0.5299479166666666,0.24375,34.0,33.0,0.008854166666666666,0.015277777777777777,247.38633753705966
131,5.458333333333333,0,player,foot,977.662841796875,484.660888671875,0.2545996983846029,0.224380041051794,118.0,240.0,0.030729166666666665,0.1111111111111111,
131,5.458333333333333,1,player,foot,2014.3282470703125,385.9980163574219,0.5245646476745606,0.17870278535065828,49.0,149.0,0.012760416666666666,0.06898148148148148,
131,5.458333333333333,2,player,foot,2482.812744140625,558.27978515625,0.6465658187866211,0.25846286349826386,106.0,245.0,0.027604166666666666,0.11342592592592593,
131,5.458333333333333,3,ball,center,2044.5,530.5,0.532421875,0.24560185185185185,33.0,31.0,0.00859375,0.014351851851851852,247.38633753705966
132,5.5,0,player,foot,979.8639526367188,483.86260986328125,0.25517290433247886,0.22401046752929688,119.0,239.0,0.030989583333333334,0.11064814814814815,
132,5.5,1,player,foot,2017.52978515625,385.99859619140625,0.5253983815511067,0.1787030537923177,50.0,151.0,0.013020833333333334,0.0699074074074074,
132,5.5,2,player,foot,2477.76904296875,562.3958740234375,0.6452523549397786,0.2603684601960359,108.0,250.0,0.028125,0.11574074074074074,
132,5.5,3,ball,center,2051.5,534.5,0.5342447916666667,0.2474537037037037,35.0,33.0,0.009114583333333334,0.015277777777777777,193.49418595916518
133,5.541666666666667,0,player,foot,1000.90478515625,483.60382080078125,0.2606522878011068,0.22389065777813946,119.0,240.0,0.030989583333333334,0.1111111111111111,
133,5.541666666666667,1,player,foot,2019.7708740234375,385.9990234375,0.5259819984436035,0.17870325159143519,52.0,152.0,0.013541666666666667,0.07037037037037037,
133,5.541666666666667,2,player,foot,2471.83837890625,566.777099609375,0.6437079111735026,0.26239680537471066,110.0,252.0,0.028645833333333332,0.11666666666666667,
133,5.541666666666667,3,ball,center,2061.0,538.0,0.53671875,0.2490740740740741,36.0,34.0,0.009375,0.01574074074074074,242.98148077579904
134,5.583333333333333,0,player,foot,1016.8333740234375,483.42266845703125,0.2648003578186035,0.22380679095232928,119.0,238.0,0.030989583333333334,0.11018518518518519,
134,5.583333333333333,1,player,foot,2032.439697265625,386.8993225097656,0.5292811711629232,0.17912005671748407,59.0,157.0,0.015364583333333333,0.07268518518518519,
134,5.583333333333333,2,player,foot,2466.636962890625,570.4439697265625,0.642353375752767,0.26409443042896413,110.0,252.0,0.028645833333333332,0.11666666666666667,
134,5.583333333333333,3,ball,center,2068.5,542.5,0.538671875,0.2511574074074074,35.0,33.0,0.009114583333333334,0.015277777777777777,209.91426821443082
135,5.625,0,player,foot,1027.8333740234375,482.9958801269531,0.26766494115193684,0.2236092037624783,115.0,237.0,0.029947916666666668,0.10972222222222222,
135,5.625,1,player,foot,2045.5078125,387.82952880859375,0.532684326171875,0.17955070778175636,55.0,158.0,0.014322916666666666,0.07314814814814814,
135,5.625,2,player,foot,2462.845947265625,573.310791015625,0.6413661321004231,0.2654216625072338,105.0,246.0,0.02734375,0.11388888888888889,
135,5.625,3,ball,center,2078.0,546.0,0.5411458333333333,0.25277777777777777,36.0,34.0,0.009375,0.01574074074074074,12.495946608425669
136,5.666666666666667,0,player,foot,1036.5833740234375,482.6971130371094,0.26994358698527016,0.2234708856653284,109.0,238.0,0.028385416666666666,0.11018518518518519,
136,5.666666666666667,1,player,foot,2055.405517578125,388.48065185546875,0.53526185353597,0.17985215363679108,59.0,157.0,0.015364583333333333,0.07268518518518519,
136,5.666666666666667,2,player,foot,2460.192138671875,575.3175048828125,0.6406750361124675,0.2663506967050058,96.0,244.0,0.025,0.11296296296296296,
136,5.666666666666667,3,ball,center,2085.5,550.5,0.5430989583333333,0.2548611111111111,39.0,33.0,0.01015625,0.015277777777777777,209.91426821443082
137,5.708333333333333,0,player,foot,1043.1583251953125,482.48797607421875,0.27165581385294596,0.22337406299732349,107.0,237.0,0.027864583333333335,0.10972222222222222,
137,5.708333333333333,1,player,foot,2063.98388671875,389.5364685058594,0.5374958038330078,0.18034095764160157,61.0,155.0,0.015885416666666666,0.07175925925925926,
137,5.708333333333333,2,player,foot,2458.03466796875,576.7222900390625,0.6401131947835287,0.2670010602032697,89.0,244.0,0.023177083333333334,0.11296296296296296,
137,5.708333333333333,3,ball,center,2095.0,553.0,0.5455729166666666,0.25601851851851853,38.0,34.0,0.009895833333333333,0.01574074074074074,235.76259245266198
138,5.75,0,player,foot,1047.910888671875,482.3415832519531,0.2728934605916341,0.2233062885425709,99.0,238.0,0.02578125,0.11018518518518519,
138,5.75,1,player,foot,2071.188720703125,389.97552490234375,0.5393720626831054,0.1805442244918258,58.0,154.0,0.015104166666666667,0.0712962962962963,
138,5.75,2,player,foot,2453.82421875,577.70556640625,0.6390167236328125,0.26745628074363426,81.0,248.0,0.02109375,0.11481481481481481,
138,5.75,3,ball,center,2104.5,556.5,0.548046875,0.25763888888888886,37.0,37.0,0.009635416666666667,0.01712962962962963,242.98148077579904
139,5.791666666666667,0,player,foot,1051.237548828125,482.2391052246094,0.27375977834065757,0.22325884501139323,95.0,238.0,0.024739583333333332,0.11018518518518519,
139,5.791666666666667,1,player,foot,2074.43212890625,390.5828552246094,0.5402167002360027,0.18082539593731917,45.0,153.0,0.01171875,0.07083333333333333,
139,5.791666666666667,2,player,foot,2444.27685546875,581.3939208984375,0.6365304311116536,0.26916385226779516,84.0,259.0,0.021875,0.11990740740740741,
139,5.791666666666667,3,ball,center,2115.0,561.5,0.55078125,0.2599537037037037,36.0,33.0,0.009375,0.015277777777777777,279.1128803907122
140,5.833333333333333,0,player,foot,1053.8662109375,482.1673889160156,0.27444432576497396,0.2232256430166739,90.0,238.0,0.0234375,0.11018518518518519,
140,5.833333333333333,1,player,foot,2076.702392578125,391.00799560546875,0.5408079147338867,0.18102222018771702,40.0,153.0,0.010416666666666666,0.07083333333333333,
140,5.833333333333333,2,player,foot,2436.5439453125,585.17578125,0.6345166524251302,0.2709147135416667,79.0,262.0,0.020572916666666666,0.12129629629629629,
140,5.833333333333333,3,ball,center,2125.0,563.5,0.5533854166666666,0.26087962962962963,34.0,37.0,0.008854166666666666,0.01712962962962963,244.75293665245366
141,5.875,0,player,foot,1055.25634765625,481.81719970703125,0.27480634053548175,0.22306351838288485,86.0,237.0,0.022395833333333334,0.10972222222222222,
141,5.875,1,player,foot,2078.591796875,391.30560302734375,0.5412999471028646,0.18116000140154803,44.0,153.0,0.011458333333333333,0.07083333333333333,
141,5.875,2,player,foot,2426.480712890625,589.9230346679688,0.6318960189819336,0.27311251604998554,93.0,264.0,0.02421875,0.12222222222222222,
141,5.875,3,ball,center,2134.0,568.5,0.5557291666666667,0.26319444444444445,36.0,37.0,0.009375,0.01712962962962963,247.09512338368802
142,5.916666666666667,0,player,foot,1057.87939453125,481.8720397949219,0.27548942565917967,0.22308890731246384,81.0,239.0,0.02109375,0.11064814814814815,
142,5.916666666666667,1,player,foot,2079.6142578125,391.513916015625,0.5415662129720052,0.1812564425998264,45.0,155.0,0.01171875,0.07175925925925926,
142,5.916666666666667,2,player,foot,2419.58642578125,594.4461059570312,0.6301006317138672,0.27520653053566263,88.0,265.0,0.022916666666666665,0.12268518518518519,
142,5.916666666666667,3,ball,center,2140.0,575.0,0.5572916666666666,0.2662037037037037,40.0,34.0,0.010416666666666666,0.01574074074074074,212.30167215544958
143,5.958333333333333,0,player,foot,1058.8155517578125,481.61041259765625,0.275733216603597,0.22296778361002603,83.0,237.0,0.021614583333333333,0.10972222222222222,
143,5.958333333333333,1,player,foot,2080.330078125,391.65972900390625,0.5417526245117188,0.18132394861291956,53.0,155.0,0.013802083333333333,0.07175925925925926,
143,5.958333333333333,2,player,foot,2415.810546875,597.9122924804688,0.6291173299153646,0.2768112465187355,92.0,262.0,0.023958333333333335,0.12129629629629629,
143,5.958333333333333,3,ball,center,2152.5,578.0,0.560546875,0.2675925925925926,35.0,38.0,0.009114583333333334,0.017592592592592594,308.5190431723786
144,6.0,0,player,foot,1058.870849609375,481.42730712890625,0.2757476170857747,0.22288301255967882,91.0,237.0,0.023697916666666666,0.10972222222222222,
144,6.0,1,player,foot,2080.8310546875,391.7618103027344,0.5418830871582031,0.18137120847348814,60.0,157.0,0.015625,0.07268518518518519,
144,6.0,2,player,foot,2413.16748046875,599.7386474609375,0.6284290313720703,0.2776567812319155,103.0,255.0,0.026822916666666665,0.11805555555555555,
144,6.0,3,ball,center,2159.0,582.0,0.5622395833333333,0.26944444444444443,40.0,38.0,0.010416666666666666,0.017592592592592594,183.17205026968497
145,6.041666666666667,0,player,foot,1058.609619140625,481.29913330078125,0.2756795883178711,0.22282367282443577,104.0,237.0,0.027083333333333334,0.10972222222222222,
145,6.041666666666667,1,player,foot,2083.8818359375,391.8332824707031,0.5426775614420573,0.18140429744014033,63.0,155.0,0.01640625,0.07175925925925926,
145,6.041666666666667,2,player,foot,2411.317138671875,601.6170654296875,0.6279471715291342,0.2785264191804109,118.0,257.0,0.030729166666666665,0.11898148148148148,
145,6.041666666666667,3,ball,center,2171.0,588.0,0.5653645833333333,0.2722222222222222,38.0,36.0,0.009895833333333333,0.016666666666666666,321.99378875996973
146,6.083333333333333,0,player,foot,1059.0267333984375,481.20941162109375,0.2757882118225098,0.22278213500976562,116.0,236.0,0.030208333333333334,0.10925925925925926,
146,6.083333333333333,1,player,foot,2099.8173828125,391.88330078125,0.5468274434407552,0.1814274540653935,65.0,154.0,0.016927083333333332,0.0712962962962963,
146,6.083333333333333,2,player,foot,2410.47216796875,605.3319091796875,0.6277271270751953,0.28024625424985533,125.0,269.0,0.032552083333333336,0.12453703703703704,
146,6.083333333333333,3,ball,center,2183.5,592.0,0.5686197916666667,0.2740740740740741,35.0,36.0,0.009114583333333334,0.016666666666666666,314.9857139617605
147,6.125,0,player,foot,1059.6187744140625,481.1466064453125,0.27594238917032876,0.22275305853949653,121.0,236.0,0.031510416666666666,0.10925925925925926,
147,6.125,1,player,foot,2111.42236328125,391.9183044433594,0.5498495737711588,0.18144365946451824,64.0,152.0,0.016666666666666666,0.07037037037037037,
147,6.125,2,player,foot,2404.63037109375,610.932373046875,0.6262058258056641,0.2828390615957755,133.0,280.0,0.03463541666666667,0.12962962962962962,
147,6.125,3,ball,center,2191.5,595.0,0.570703125,0.27546296296296297,37.0,36.0,0.009635416666666667,0.016666666666666666,205.05608988762071
148,6.166666666666667,0,player,foot,1059.8831787109375,481.4026184082031,0.2760112444559733,0.22287158259639034,122.0,236.0,0.03177083333333333,0.10925925925925926,
148,6.166666666666667,1,player,foot,2118.795654296875,391.94281005859375,0.5517697016398112,0.18145500465675637,62.0,151.0,0.016145833333333335,0.0699074074074074,
148,6.166666666666667,2,player,foot,2396.4912109375,616.95263671875,0.6240862528483073,0.285626220703125,129.0,284.0,0.03359375,0.13148148148148148,
148,6.166666666666667,3,ball,center,2200.5,600.5,0.573046875,0.27800925925925923,39.0,37.0,0.01015625,0.01712962962962963,253.14027731674787
149,6.208333333333333,0,player,foot,1061.418212890625,481.58184814453125,0.27641099294026694,0.22295455932617186,118.0,235.0,0.030729166666666665,0.1087962962962963,
149,6.208333333333333,1,player,foot,2124.257080078125,391.9599609375,0.5531919479370118,0.18146294487847223,48.0,149.0,0.0125,0.06898148148148148,
149,6.208333333333333,2,player,foot,2389.44384765625,622.6668701171875,0.6222510019938151,0.28827169912832756,124.0,287.0,0.03229166666666667,0.13287037037037036,
149,6.208333333333333,3,ball,center,2212.5,605.5,0.576171875,0.28032407407407406,39.0,39.0,0.01015625,0.018055555555555554,312.0
150,6.25,0,player,foot,1061.892822265625,481.7073059082031,0.27653458913167317,0.22301264162416812,114.0,234.0,0.0296875,0.10833333333333334,
150,6.25,1,player,foot,2127.929931640625,391.97198486328125,0.5541484196980794,0.18146851151077836,44.0,150.0,0.011458333333333333,0.06944444444444445,
